417462.876192	8920737.66001	55.834705	57.7730507007	54.879456617	57.8948130837	57.4873352937	57.4478455926
417402.590181	8920899.97185	40.398704	40.6529730497	40.7306450977	40.160399535	40.5144192607	40.2368592541
417342.577071	8921062.37977	37.419704	37.6264797505	36.5648848708	37.7056266585	37.5879572597	37.5693687576
417282.782427	8921224.66397	43.171704	43.1106269307	41.3461283199	43.2874625576	43.1099888326	43.1272096645
417223.054762	8921387.05982	39.385704	39.6082480766	38.793883393	39.3738457656	39.8696424885	39.5829802114
417286.215943	8920575.32116	38.480705	37.3506005817	39.453131999	40.4905772538	39.3478558432	41.4723362244
417225.559885	8920737.56015	51.949705	52.3603332004	51.3566122308	52.0272928214	52.0386927872	52.2040127585
417164.811134	8920900.03502	37.774705	37.8655154411	37.4211273794	38.2061352138	38.0330870381	37.8297079897
417104.048099	8921062.29203	40.705704	40.4799029823	NaN	41.1114545514	41.0223445616	40.6018945822
417043.053053	8921224.68364	38.859704	37.9892017331	38.3755014258	38.175019385	38.7739102784	38.0751859512
416981.938351	8921387.20132	30.715704	30.3499710124	29.7348566509	29.9241308268	30.3038874481	29.7855357281
417473.914046	8920646.48071	26.770705	NaN	27.9932464769	27.499368864	27.4733171973	26.8169094629
417412.739879	8920808.85878	45.553705	45.6782755921	44.4595324293	44.8727870688	45.2399661569	45.4005610647
417351.510576	8920971.46994	38.034704	37.3921641677	36.5957229673	37.7708966593	37.7065840601	37.6162872179
417290.284117	8921134.08589	40.637704	39.6113764164	36.3882294882	40.153568949	39.7797206291	39.6757014623
417405.589242	8920745.92722	50.855705	50.9187541268	49.823526626	50.1827517453	50.5854729711	50.9254869802
417343.636544	8920908.48156	40.222704	40.3182785843	39.9602184287	39.5981079673	39.7490761536	39.6700290902
417281.620521	8921071.15778	37.438704	39.1402169499	39.0811108199	37.6671449263	37.6147106492	37.4621546754
417219.542993	8921233.73184	39.982704	40.3795346658	39.5216916719	40.6759632604	40.3660128275	40.0640977589
417157.504231	8921396.53198	31.114704	31.8005092215	32.4610010345	33.3642858926	34.3133445631	34.8218004134
417378.118587	8920678.158	53.353705	53.6583505322	53.7453032234	53.3731540738	53.6057326809	53.406638549
417317.511742	8920840.61153	41.270705	41.5307082288	39.6857900775	41.2434894215	41.3022052178	41.4173051077
417256.69996	8921003.30947	37.554704	37.795654261	NaN	37.8178924104	37.6403234775	37.6289598701
417195.797388	8921166.01928	39.930704	39.5516515432	37.5462370067	40.2118916823	39.8980466493	39.5650376478
417134.82278	8921328.73955	32.207704	31.7492179328	31.0173233519	32.3975394538	32.3509238644	31.9774195429
417445.148177	8920844.79627	44.027705	43.3904199508	44.3402033212	44.1081404842	44.542497883	44.8970241355
417384.619544	8921007.24024	37.538704	36.1369499913	38.2846130825	37.5354976317	37.6819358192	37.5661713844
417324.027167	8921169.80593	40.948704	40.9460924013	40.5464593529	41.428572025	41.0839101334	40.9686003962
417263.209489	8921332.84148	43.319704	44.0985805796	43.2497194554	43.8899230844	44.249447617	44.3661653531
434480.63072	8950307.9471	48.937683	NaN	58.1076840976	NaN	NaN	NaN
434414.57869	8950468.61842	49.898683	NaN	49.1593751115	NaN	NaN	NaN
434348.585775	8950629.29157	48.822683	NaN	48.9977446332	NaN	NaN	NaN
434282.681421	8950789.85286	47.597683	NaN	47.6937925264	NaN	NaN	NaN
434216.913215	8950950.18747	45.003683	NaN	45.5863368555	NaN	NaN	NaN
434151.378949	8951110.40111	44.321683	NaN	44.3902387281	NaN	NaN	NaN
434085.896623	8951270.50509	42.629683	NaN	43.0361825129	NaN	NaN	NaN
434020.498302	8951430.72109	41.150682	NaN	41.7507253391	NaN	NaN	NaN
433955.129439	8951591.0525	41.592682	NaN	41.4455191964	NaN	NaN	NaN
433889.731295	8951751.72669	43.260682	NaN	43.5586078893	NaN	NaN	NaN
433824.380888	8951912.51515	41.701682	NaN	41.9840440207	NaN	NaN	NaN
433759.078234	8952073.41787	37.670682	NaN	38.8642927137	NaN	NaN	NaN
433693.823349	8952234.43485	26.662682	NaN	26.021706769	NaN	NaN	NaN
434582.375289	8949917.59303	39.064683	NaN	40.4244744018	NaN	NaN	NaN
434451.704991	8950238.72219	48.179683	NaN	48.1375653329	NaN	NaN	NaN
434386.274869	8950399.133	49.355683	NaN	48.7935747148	NaN	NaN	NaN
434320.758038	8950559.55459	48.431683	NaN	48.0007656707	NaN	NaN	NaN
434255.23427	8950720.09387	47.089683	NaN	47.1085665912	NaN	NaN	NaN
